,PS_filename,PS_Date,S2_filename,S2_Date,band,perc_valid,m,b,Area,PS_Sat
108,I5_20170709_0f4e_analytic_mosaic.tif,2017-07-09,20170708T101029_S2B_MSIL2A_20170708T101125_W022_10m_S2.tif,2017-07-08,0,0.6490384615384616,-2.8742408536841945e-06,0.0943705197845834,1,0f4e
109,I5_20170709_0f4e_analytic_mosaic.tif,2017-07-09,20170708T101029_S2B_MSIL2A_20170708T101125_W022_10m_S2.tif,2017-07-08,1,0.6490384615384616,-3.055671951311693e-06,0.0970141317075253,1,0f4e
110,I5_20170709_0f4e_analytic_mosaic.tif,2017-07-09,20170708T101029_S2B_MSIL2A_20170708T101125_W022_10m_S2.tif,2017-07-08,2,0.6490384615384616,-3.3361429459686253e-06,0.0778972483411763,1,0f4e
111,I5_20170709_0f4e_analytic_mosaic.tif,2017-07-09,20170708T101029_S2B_MSIL2A_20170708T101125_W022_10m_S2.tif,2017-07-08,3,0.6490384615384616,-1.8709412165068426e-07,0.285191487209054,1,0f4e
112,I5_20170709_1040_analytic_mosaic.tif,2017-07-09,20170710T100031_S2A_MSIL2A_20170710T100540_C122_10m_S2.tif,2017-07-10,0,0.8857248520710059,2.1516494276162055e-05,-0.0265087228389295,1,1040
113,I5_20170709_1040_analytic_mosaic.tif,2017-07-09,20170710T100031_S2A_MSIL2A_20170710T100540_C122_10m_S2.tif,2017-07-10,1,0.8857248520710059,2.407880539243325e-05,-0.0203363847862452,1,1040
114,I5_20170709_1040_analytic_mosaic.tif,2017-07-09,20170710T100031_S2A_MSIL2A_20170710T100540_C122_10m_S2.tif,2017-07-10,2,0.8857248520710059,3.0453811885923987e-05,-0.0358787245124821,1,1040
115,I5_20170709_1040_analytic_mosaic.tif,2017-07-09,20170710T100031_S2A_MSIL2A_20170710T100540_C122_10m_S2.tif,2017-07-10,3,0.8857248520710059,3.399654588398255e-05,0.0635055725441741,1,1040
116,I5_20170715_1014_analytic_mosaic.tif,2017-07-15,20170715T100029_S2B_MSIL2A_20170715T100026_C122_10m_S2.tif,2017-07-15,0,0.9548816568047336,2.192847105983537e-05,-0.0155918570414433,1,1014
117,I5_20170715_1014_analytic_mosaic.tif,2017-07-15,20170715T100029_S2B_MSIL2A_20170715T100026_C122_10m_S2.tif,2017-07-15,1,0.9548816568047336,2.2420877693166395e-05,-0.0031858346157258,1,1014
118,I5_20170715_1014_analytic_mosaic.tif,2017-07-15,20170715T100029_S2B_MSIL2A_20170715T100026_C122_10m_S2.tif,2017-07-15,2,0.9548816568047336,2.7273222978778163e-05,-0.0146948601037935,1,1014
119,I5_20170715_1014_analytic_mosaic.tif,2017-07-15,20170715T100029_S2B_MSIL2A_20170715T100026_C122_10m_S2.tif,2017-07-15,3,0.9548816568047336,3.484043086796277e-05,0.0779966593585436,1,1014
120,I5_20170719_0f43_analytic_mosaic.tif,2017-07-19,20170718T101029_S2B_MSIL2A_20170718T101346_W022_10m_S2.tif,2017-07-18,0,0.8428254437869822,2.9072113492524734e-05,-0.0706562393789564,1,0f43
