,PS_filename,PS_Date,S2_filename,S2_Date,band,perc_valid,m,b
399,I5_20180422_1039_analytic_mosaic.tif,2018-04-22,20180421T100029_S2B_MSIL2A_20180421T120642_C122_10m_S2.tif,2018-04-21,3.0,0.8716715976331361,4.884383423951592e-05,-0.007134922851977884
400,I5_20180421_100c_analytic_mosaic.tif,2018-04-21,20180421T100029_S2B_MSIL2A_20180421T120642_C122_10m_S2.tif,2018-04-21,0.0,0.8735207100591716,2.4135820857318328e-05,-0.043913114102468155
401,I5_20180421_100c_analytic_mosaic.tif,2018-04-21,20180421T100029_S2B_MSIL2A_20180421T120642_C122_10m_S2.tif,2018-04-21,1.0,0.8735207100591716,2.643260628570095e-05,-0.032213651078796264
402,I5_20180421_100c_analytic_mosaic.tif,2018-04-21,20180421T100029_S2B_MSIL2A_20180421T120642_C122_10m_S2.tif,2018-04-21,2.0,0.8735207100591716,3.3717444982441515e-05,-0.05517711011120705
403,I5_20180421_100c_analytic_mosaic.tif,2018-04-21,20180421T100029_S2B_MSIL2A_20180421T120642_C122_10m_S2.tif,2018-04-21,3.0,0.8735207100591716,4.031812838868907e-05,0.016046215011113765
404,I5_20180423_1040_analytic_mosaic.tif,2018-04-23,20180424T101029_S2B_MSIL2A_20180424T124227_W022_10m_S2.tif,2018-04-24,0.0,0.8339497041420119,1.8270207992960785e-05,-0.029953063434340267
405,I5_20180423_1040_analytic_mosaic.tif,2018-04-23,20180424T101029_S2B_MSIL2A_20180424T124227_W022_10m_S2.tif,2018-04-24,1.0,0.8339497041420119,1.897582771908411e-05,-0.013516786266941767
406,I5_20180423_1040_analytic_mosaic.tif,2018-04-23,20180424T101029_S2B_MSIL2A_20180424T124227_W022_10m_S2.tif,2018-04-24,2.0,0.8339497041420119,2.4852033957491277e-05,-0.03083417096278439
407,I5_20180423_1040_analytic_mosaic.tif,2018-04-23,20180424T101029_S2B_MSIL2A_20180424T124227_W022_10m_S2.tif,2018-04-24,3.0,0.8339497041420119,3.05672521499143e-05,0.022875533540214137
408,I5_20180425_0e0f_analytic_mosaic.tif,2018-04-25,20180424T101029_S2B_MSIL2A_20180424T124227_W022_10m_S2.tif,2018-04-24,0.0,0.8687130177514792,1.7262621049574457e-05,-0.021852638572652974
409,I5_20180425_0e0f_analytic_mosaic.tif,2018-04-25,20180424T101029_S2B_MSIL2A_20180424T124227_W022_10m_S2.tif,2018-04-24,1.0,0.8687130177514792,1.883220197044326e-05,-0.010841220868980955
410,I5_20180425_0e0f_analytic_mosaic.tif,2018-04-25,20180424T101029_S2B_MSIL2A_20180424T124227_W022_10m_S2.tif,2018-04-24,2.0,0.8687130177514792,2.4489506271770866e-05,-0.028111987379019526
411,I5_20180425_0e0f_analytic_mosaic.tif,2018-04-25,20180424T101029_S2B_MSIL2A_20180424T124227_W022_10m_S2.tif,2018-04-24,3.0,0.8687130177514792,3.1556339031184516e-05,0.016998390199855183
412,I5_20180426_1025_analytic_mosaic.tif,2018-04-26,20180426T100031_S2A_MSIL2A_20180426T120750_C122_10m_S2.tif,2018-04-26,0.0,0.34541420118343197,2.4283454593251667e-05,-0.05846421524488654
413,I5_20180426_1025_analytic_mosaic.tif,2018-04-26,20180426T100031_S2A_MSIL2A_20180426T120750_C122_10m_S2.tif,2018-04-26,1.0,0.34541420118343197,2.6320445494415977e-05,-0.04256856601366385
414,I5_20180426_1025_analytic_mosaic.tif,2018-04-26,20180426T100031_S2A_MSIL2A_20180426T120750_C122_10m_S2.tif,2018-04-26,2.0,0.34541420118343197,3.3554917853276847e-05,-0.06254900238123362
415,I5_20180426_1025_analytic_mosaic.tif,2018-04-26,20180426T100031_S2A_MSIL2A_20180426T120750_C122_10m_S2.tif,2018-04-26,3.0,0.34541420118343197,4.473850663299177e-05,-0.029480036642007927
416,I5_20180427_1027_analytic_mosaic.tif,2018-04-27,20180426T100031_S2A_MSIL2A_20180426T120750_C122_10m_S2.tif,2018-04-26,0.0,0.33357988165680474,2.8469747439976697e-05,-0.10053302039082908
417,I5_20180427_1027_analytic_mosaic.tif,2018-04-27,20180426T100031_S2A_MSIL2A_20180426T120750_C122_10m_S2.tif,2018-04-26,1.0,0.33357988165680474,2.991997067687699e-05,-0.07822194963175189
418,I5_20180427_1027_analytic_mosaic.tif,2018-04-27,20180426T100031_S2A_MSIL2A_20180426T120750_C122_10m_S2.tif,2018-04-26,2.0,0.33357988165680474,3.858284695411756e-05,-0.1014525610714081
419,I5_20180427_1027_analytic_mosaic.tif,2018-04-27,20180426T100031_S2A_MSIL2A_20180426T120750_C122_10m_S2.tif,2018-04-26,3.0,0.33357988165680474,5.053091129488133e-05,-0.09062586242667593
420,I5_20180428_101b_analytic_mosaic.tif,2018-04-28,20180429T101031_S2A_MSIL2A_20180429T110941_W022_10m_S2.tif,2018-04-29,0.0,0.8694526627218935,2.8216070259442973e-05,-0.08487569521255549
421,I5_20180428_101b_analytic_mosaic.tif,2018-04-28,20180429T101031_S2A_MSIL2A_20180429T110941_W022_10m_S2.tif,2018-04-29,1.0,0.8694526627218935,3.131627540570642e-05,-0.07304962931171756
422,I5_20180428_101b_analytic_mosaic.tif,2018-04-28,20180429T101031_S2A_MSIL2A_20180429T110941_W022_10m_S2.tif,2018-04-29,2.0,0.8694526627218935,3.798451673395094e-05,-0.08342149067732582
423,I5_20180428_101b_analytic_mosaic.tif,2018-04-28,20180429T101031_S2A_MSIL2A_20180429T110941_W022_10m_S2.tif,2018-04-29,3.0,0.8694526627218935,4.78742461189447e-05,-0.061891426869103115
424,I5_20180429_1035_analytic_mosaic.tif,2018-04-29,20180429T101031_S2A_MSIL2A_20180429T110941_W022_10m_S2.tif,2018-04-29,0.0,0.8775887573964497,2.091876665570492e-05,-0.043922414975367086
425,I5_20180429_1035_analytic_mosaic.tif,2018-04-29,20180429T101031_S2A_MSIL2A_20180429T110941_W022_10m_S2.tif,2018-04-29,1.0,0.8775887573964497,2.3050070541025127e-05,-0.034538245327695484
426,I5_20180429_1035_analytic_mosaic.tif,2018-04-29,20180429T101031_S2A_MSIL2A_20180429T110941_W022_10m_S2.tif,2018-04-29,2.0,0.8775887573964497,2.8762528157859492e-05,-0.0478799091230595
427,I5_20180429_1035_analytic_mosaic.tif,2018-04-29,20180429T101031_S2A_MSIL2A_20180429T110941_W022_10m_S2.tif,2018-04-29,3.0,0.8775887573964497,3.737345369071901e-05,-0.006878036118340617
428,I5_20180506_1006_analytic_mosaic.tif,2018-05-06,20180506T100031_S2A_MSIL2A_20180506T105839_C122_10m_S2.tif,2018-05-06,0.0,0.44193786982248523,-2.9518148678252897e-06,0.12017501511392605
429,I5_20180506_1006_analytic_mosaic.tif,2018-05-06,20180506T100031_S2A_MSIL2A_20180506T105839_C122_10m_S2.tif,2018-05-06,1.0,0.44193786982248523,-2.641421420126195e-06,0.12613874542610756
430,I5_20180506_1006_analytic_mosaic.tif,2018-05-06,20180506T100031_S2A_MSIL2A_20180506T105839_C122_10m_S2.tif,2018-05-06,2.0,0.44193786982248523,-4.322744202998817e-06,0.10870996638337817
431,I5_20180506_1006_analytic_mosaic.tif,2018-05-06,20180506T100031_S2A_MSIL2A_20180506T105839_C122_10m_S2.tif,2018-05-06,3.0,0.44193786982248523,6.683837919279212e-06,0.2901721327262261
432,I5_20180506_1013_analytic_mosaic.tif,2018-05-06,20180506T100031_S2A_MSIL2A_20180506T105839_C122_10m_S2.tif,2018-05-06,0.0,0.6120562130177515,1.135799969669078e-06,0.09732015735809081
433,I5_20180506_1013_analytic_mosaic.tif,2018-05-06,20180506T100031_S2A_MSIL2A_20180506T105839_C122_10m_S2.tif,2018-05-06,1.0,0.6120562130177515,1.2036520792858962e-06,0.1058715558278294
434,I5_20180506_1013_analytic_mosaic.tif,2018-05-06,20180506T100031_S2A_MSIL2A_20180506T105839_C122_10m_S2.tif,2018-05-06,2.0,0.6120562130177515,3.380681612756037e-06,0.07984695672914385
435,I5_20180506_1013_analytic_mosaic.tif,2018-05-06,20180506T100031_S2A_MSIL2A_20180506T105839_C122_10m_S2.tif,2018-05-06,3.0,0.6120562130177515,-2.305282896781768e-06,0.33468051592060494
436,I5_20180507_0f51_analytic_mosaic.tif,2018-05-07,20180506T100031_S2A_MSIL2A_20180506T105839_C122_10m_S2.tif,2018-05-06,0.0,0.863905325443787,2.4293739265016468e-05,-0.05608208856398022
